Material,Color,Opacity,A=410nm,B=435nm,C=460nm,D=485nm,E=510nm,F=535nm,G=560nm,H=585nm,I=645nm,J=705nm,K=900nm,L=940nm,R=610nm,S=680nm,T=730nm,U=760nm,V=810nm,W860nm
Cot,Blu,,2834.78,1502.27,2737.07,1638.44,1351.63,1100.78,589.84,1287.53,458.39,1081.23,2743.88,3341.23,624.26,1255.48,2882.22,3718.48,4453.98,4885.64
Cot,Blu,,2795.76,1483.74,2717.98,1615.38,1343.49,1088.27,584.04,1270.84,456.12,1066.97,2714.42,3291.15,619.68,1232.06,2827.3,3641.08,4398.71,4792.05
Cot,Blu,,2815.27,1494.86,2716.16,1627.79,1342.02,1096.61,587.36,1280.15,453.19,1076.26,2703.71,3317.02,623.12,1231.09,2861.62,3686.51,4403.09,4841.18
Cot,Blu,,2802.59,1483.74,2711.62,1619.81,1340.54,1086.88,583.63,1273.17,453.19,1063.33,2696.75,3296.16,616.24,1234.99,2833.31,3640.24,4401.34,4792.05
Cot,Blu,,2871.85,1501.34,2711.62,1661.5,1349.41,1093.14,592.74,1298.78,461.96,1063.99,2695.67,3344.57,623.12,1212.55,2897.66,3657.91,4487.31,4803.75
Cot,Blu,,2693.34,1413.3,2567.08,1548.84,1271.03,1041.71,558.8,1202.54,431.43,990.08,2482.51,3060.78,604.79,1139.39,2640.25,3348.32,4056.57,4409.48
Cot,Blu,,2689.44,1411.45,2577.99,1545.3,1274.73,1041.02,560.04,1205.65,432.08,991.07,2500.72,3069.12,601.35,1136.46,2625.66,3348.32,4082.88,4415.33
Cot,Grn,,1556.89,771.99,1417.17,814.34,757.15,743.58,427.17,707.4,366.78,599.95,1013.35,1207.78,838.46,1062.33,1251.91,1383.07,1615.08,1871.89
Cot,Grn,,1514.94,748.82,1382.63,790.39,735.71,723.43,415.99,685.28,357.36,583.37,986.57,1165.21,817.84,1028.18,1214.15,1337.64,1573.85,1809.89
Cot,Grn,,1536.4,759.94,1404.44,802.81,749.01,733.85,423.03,698.09,365.8,593.32,1005.86,1185.25,835.02,1037.94,1239.04,1364.57,1606.31,1841.48
Cot,Grn,,1520.79,752.53,1380.81,793.05,733.49,724.82,416.82,685.28,357.68,584.7,980.68,1162.71,825.86,1025.26,1221.88,1342.69,1563.32,1813.4
Cot,Grn,,1514.94,748.82,1377.17,790.39,732.75,724.12,415.58,684.51,356.06,583.37,981.75,1161.88,821.28,1011.6,1217.58,1341.01,1565.08,1812.23
Cot,Grn,,1538.35,760.87,1404.44,803.7,748.28,733.85,422.2,696.92,364.18,590.33,1006.93,1186.08,828.15,1028.18,1231.31,1356.15,1595.78,1839.14
Cot,Grn,,1543.23,762.72,1407.17,806.36,750.49,735.24,423.86,700.42,365.15,593.65,1005.32,1190.26,833.88,1047.69,1239.89,1366.25,1603.68,1844.98
Cot,Grn,,1512.02,747.89,1381.72,787.73,733.49,719.95,413.92,681.02,356.38,579.73,980.15,1156.03,815.55,1028.18,1206.43,1326.71,1562.44,1797.02
Cot,Grn,,2240.71,1141.76,2164.39,1267.64,1102.45,989.59,554.24,1035.69,450.59,726.9,1354,1750.33,862.51,1009.65,1269.07,1435.23,1805.45,2190.12
Cot,Grn,,2322.65,1181.61,2245.29,1319.09,1150.51,1022.95,574.52,1082.25,473.01,763.02,1423.09,1832.13,895.73,1062.33,1335.14,1510.95,1894.94,2281.37
Cot,Grn,,2178.28,1104.69,2078.03,1226.83,1057.35,952.06,530.65,1000.37,428.83,735.51,1347.03,1744.48,822.42,1002.82,1352.3,1520.2,1843.18,2231.06
Cot,Grn,,2285.58,1164.93,2201.66,1298.69,1128.33,1007.66,564.18,1062.46,462.94,756.4,1401.13,1812.09,883.13,1051.6,1343.72,1511.79,1883.53,2275.52
Cot,Grn,,2528.48,1339.16,2449.82,1457.47,1228.15,1025.73,548.03,1153.65,427.53,1003,2370.03,2905.53,619.68,1232.06,2648.83,3282.7,3824.09,4186.02
Cot,Grn,,2588.96,1370.67,2518.91,1494.73,1262.16,1045.88,560.04,1185.47,436.3,1024.22,2449.83,2999.01,623.12,1243.77,2707.17,3376.92,3957.43,4304.18
Cot,Grn,,2603.59,1379.94,2514.36,1506.26,1261.42,1052.83,562.52,1192.46,436.62,1031.18,2450.9,3019.04,627.7,1232.06,2734.63,3404.68,3960.94,4350.98
Cot,Grn,,2594.81,1373.45,2518,1498.28,1262.16,1047.96,560.04,1187.41,436.3,1025.54,2451.44,3002.35,623.12,1242.79,2714.9,3384.49,3953.92,4318.22
Cot,Grn,,2604.57,1379.94,2523.45,1505.38,1265.12,1052.13,562.52,1191.68,438.25,1032.83,2463.76,3016.54,625.41,1252.55,2736.35,3404.68,3970.59,4348.64
Cot,Grn,,2621.15,1386.43,2534.36,1514.25,1270.29,1057,565.42,1200.6,439.87,1032.83,2476.08,3038.24,627.7,1245.72,2734.63,3419.83,3988.14,4362.68
Cot,Grn,,2580.18,1363.26,2512.54,1486.75,1258.46,1042.41,557.97,1180.04,435.65,1017.59,2435.37,2973.13,623.12,1240.84,2673.71,3340.74,3922.34,4260.9
Cot,Grn,,2760.65,1453.15,2674.35,1594.09,1354.59,1123.02,599.77,1249.5,455.79,1004,2501.79,3100.84,663.21,1170.61,2504.67,3121.17,3846.9,4318.22
Cot,Grn,,2772.35,1453.15,2654.35,1629.57,1383.42,1145.26,616.33,1273.56,466.19,1002.34,2520,3140.07,689.55,1140.37,2581.9,3188.47,3953.05,4387.25
Cot,Grn,,2809.42,1470.76,2694.35,1629.57,1378.25,1133.44,610.54,1273.17,470.09,1024.88,2560.7,3161.77,679.24,1202.8,2643.68,3246.52,3998.67,4414.16
Cot,Grn,,2816.25,1477.25,2703.44,1643.76,1396.73,1149.43,620.88,1286.36,473.33,1047.42,2573.02,3195.16,691.84,1232.06,2747.5,3348.32,4089.9,4479.67
Cot,Grn,,2749.92,1440.18,2637.99,1614.49,1388.6,1147.34,619.64,1265.41,467.49,1008.97,2513.03,3106.68,698.71,1175.48,2647.11,3266.71,4003.05,4381.4
Cot,Grn,,2843.56,1491.15,2725.25,1666.83,1418.91,1168.88,629.99,1306.93,479.18,1048.41,2593.91,3226.04,699.86,1211.58,2731.2,3341.59,4081.13,4501.9
Cot,Grn,,2833.81,1484.66,2712.53,1655.29,1406.34,1159.15,624.61,1299.17,478.86,1064.99,2579.45,3211.85,699.86,1259.38,2792.12,3376.08,4082.88,4492.54
Cot,Grn,,2837.71,1495.78,2718.89,1640.21,1371.59,1125.1,606.4,1266.57,467.16,1024.88,2540.89,3155.93,679.24,1201.82,2650.54,3237.27,4002.17,4422.35
Cot,Tan,,2703.09,1391.99,2534.36,1570.13,1322.05,1152.9,680.49,1323.61,659.16,932.07,1747.13,2277.01,1284.03,1459.36,1893.73,2037.59,2511.67,2812.52
Cot,Tan,,2444.59,1272.44,2338.01,1405.14,1230.37,1094.53,649.03,1219.23,611.08,905.22,1671.61,2112.58,1240.5,1478.87,1839.68,2025.82,2487.98,2831.24
Cot,Tan,,2527.5,1315.07,2401.64,1469.01,1248.85,1100.09,643.65,1241.74,601.01,916.49,1663.57,2143.46,1178.65,1408.63,1827.66,1991.32,2423.06,2777.42
Cot,Tan,,2653.34,1379.94,2499.82,1548.84,1304.31,1150.12,679.25,1312.75,643.24,940.02,1719.28,2254.47,1276.01,1468.14,1881.72,2030.86,2487.1,2844.11
Cot,Tan,,2566.52,1304.87,2379.83,1472.56,1237.02,1083.41,637.44,1237.08,613.68,873.07,1632.51,2130.94,1193.54,1357.9,1754.73,1887,2328.31,2620.65
Cot,Tan,,2745.04,1422.57,2577.99,1601.18,1360.5,1184.87,706.57,1362.81,704.97,981.79,1816.22,2355.47,1392.85,1604.71,2079.93,2210.9,2705.55,2964.61
Cot,Tan,,2649.44,1370.67,2515.27,1546.18,1322.05,1154.99,685.04,1325.55,669.23,954.94,1786.23,2299.55,1306.94,1511.06,1951.22,2107.42,2605.54,2904.94
Cot,Tan,,2824.05,1444.81,2598.9,1610.94,1378.25,1234.9,751.68,1422.18,782.61,1081.23,1951.73,2512.39,1576.12,1870.04,2413.72,2548.25,3022.25,3322.61
Cot,Tan,,2850.39,1459.64,2637.08,1629.57,1397.47,1242.55,756.65,1436.92,792.68,1090.84,1987.61,2550.79,1572.68,1909.06,2421.44,2557.51,3059.97,3353.03
Cot,Tan,,2838.69,1451.3,2618.9,1619.81,1387.86,1236.29,751.68,1425.67,787.48,1083.55,1971.01,2526.58,1565.81,1874.92,2415.43,2545.73,3035.41,3333.14
Cot,Tan,,2822.1,1443.89,2610.72,1610.05,1384.9,1233.51,750.03,1420.62,784.56,1083.88,1967.26,2514.06,1562.37,1900.29,2408.57,2549.09,3035.41,3334.31
Cot,Tan,,2844.54,1456.86,2623.44,1625.13,1393.03,1243.24,757.89,1436.15,792.03,1092.17,1972.61,2535.76,1588.72,1891.51,2436.03,2574.33,3056.46,3353.03
Cot,Tan,,2891.36,1472.61,2669.8,1650.86,1415.22,1247.41,761.2,1454.38,802.43,1088.85,2006.36,2580,1582.99,1919.8,2429.16,2555.83,3083.66,3340.16
Cot,Tan,,2919.65,1472.61,2709.8,1691.66,1455.88,1266.87,761.62,1476.5,806.65,1118.68,1982.26,2554.12,1601.32,1918.82,2508.96,2618.92,3076.64,3300.38
Cot,Tan,,2933.31,1484.66,2717.98,1704.08,1464.02,1280.77,769.48,1489.31,815.42,1139.56,2004.75,2574.99,1625.37,1960.77,2557.87,2673.61,3113.48,3362.39
Cot,Tan,,2952.82,1496.71,2728.89,1715.62,1474.37,1293.97,780.66,1509.49,837.51,1158.79,2041.17,2625.91,1676.91,2018.32,2633.38,2740.91,3189.81,3443.11
Cot,Tan,,2981.11,1512.47,2761.62,1734.24,1488.42,1300.92,783.14,1519.96,838.16,1167.41,2060.99,2647.61,1663.17,2016.37,2638.53,2751,3209.99,3458.32
Cot,Tan,,2905.02,1465.2,2686.17,1683.68,1446.27,1256.45,756.65,1469.52,813.47,1118.68,1984.4,2555.79,1608.19,1938.33,2531.27,2619.76,3088.92,3291.02
Cot,Tan,,2983.06,1505.05,2760.71,1726.26,1489.16,1291.19,779.42,1510.26,835.56,1143.54,2039.03,2620.9,1655.15,1957.84,2587.9,2692.11,3168.75,3374.09
Cot,Tan,,2917.7,1468.91,2715.26,1689.89,1464.02,1261.31,761.2,1478.06,832.32,1132.6,2023.5,2581.67,1624.22,1979.3,2575.89,2654.26,3166.12,3333.14
Cot,Tan,,2722.6,1364.18,2498.91,1566.59,1319.09,1146.65,670.55,1341.08,699.12,979.8,1812.47,2380.51,1336.72,1557.88,1994.99,2121.72,2591.5,2922.49
Cot,Tan,,2703.09,1357.7,2520.72,1556.83,1322.79,1140.39,664.76,1331.76,682.55,969.86,1804.44,2354.64,1286.32,1506.18,1916.9,2054.42,2545,2881.55
Cot,Tan,,2745.04,1378.09,2538.9,1576.34,1335.36,1156.38,674.69,1353.11,691.97,984.44,1831.22,2399.71,1314.96,1526.67,1958.09,2107.42,2588.87,2942.38
Cot,Tan,,2745.04,1378.09,2543.45,1578.12,1336.84,1154.29,675.11,1352.72,690.02,979.8,1819.97,2390.53,1308.08,1541.3,1943.5,2083.02,2577.46,2909.62
Cot,Tan,,2769.43,1379.01,2526.18,1586.99,1328.71,1147.34,671.8,1354.27,696.85,971.18,1808.72,2398.87,1321.83,1502.28,1967.53,2093.12,2567.81,2873.36
Cot,Tan,,2793.81,1391.99,2550.72,1601.18,1344.23,1161.24,680.49,1367.46,711.79,984.77,1839.79,2422.24,1349.32,1556.91,2009.57,2137.71,2616.94,2916.64
Cot,Tan,,2840.64,1427.2,2603.45,1636.67,1385.64,1216.83,734.71,1442.36,768.64,1050.07,1939.94,2544.11,1495.94,1726.65,2283.29,2401.03,2904.69,3159.99
Cot,Tan,,2786.99,1402.18,2565.27,1605.62,1359.76,1196.68,718.57,1411.31,742.33,1025.54,1893.35,2469.82,1436.37,1690.55,2186.33,2316.06,2792.4,3078.09
Cot,Tan,,2831.86,1420.72,2602.54,1628.68,1378.25,1202.94,724.78,1429.94,760.19,1031.84,1920.66,2521.57,1459.28,1709.09,2233.53,2345.5,2842.4,3081.6
Cot,Tan,,2824.05,1423.5,2610.72,1625.13,1387.12,1214.75,731.82,1434.59,763.12,1044.77,1939.41,2526.58,1473.03,1742.25,2248.11,2370.74,2882.76,3138.93
Cot,Tan,,2866.98,1442.03,2627.08,1651.75,1396.73,1229.34,741.34,1457.1,772.86,1060.35,1960.3,2572.49,1498.23,1740.3,2295.31,2419.54,2923.99,3181.05
Cot,Tan,,2840.64,1430.91,2613.44,1637.55,1389.34,1219.61,734.71,1444.3,769.29,1052.06,1952.26,2549.95,1487.92,1750.06,2276.43,2397.66,2904.69,3165.84
Cot,Tan,,2744.06,1381.79,2532.54,1578.12,1341.28,1179.31,706.15,1379.1,737.78,1010.63,1873.53,2429.76,1421.48,1687.63,2175.18,2279.04,2775.73,3034.81
Cot,Tan,,2825.03,1417.94,2601.63,1625.13,1380.46,1205.72,726.02,1429.55,759.22,1041.12,1939.94,2533.26,1460.43,1726.65,2244.68,2368.22,2882.76,3134.25
Cot,Tan,,2844.54,1429.98,2623.44,1638.44,1392.29,1216.14,733.47,1443.13,765.39,1049.08,1946.91,2547.45,1469.59,1740.3,2255.84,2374.11,2890.65,3136.59
Cot,Tan,,2856.25,1431.84,2620.72,1643.76,1389.34,1217.53,732.64,1443.52,760.84,1047.42,1939.41,2544.94,1463.86,1723.72,2246.4,2368.22,2863.46,3135.42
Cot,Wht,,3676.64,2200.12,3690.64,2395.12,2057.76,1758.89,1098.14,2053.52,1296.23,1577.76,2752.98,3473.11,2815.47,3058.21,4255.97,4332.62,4897.88,4844.69
Cot,Wht,,3671.76,2190.85,3679.73,2364.07,2011.91,1694.26,1051.78,2016.27,1297.53,1577.43,2767.44,3487.3,2792.57,3054.31,4257.69,4346.08,4923.32,4851.71
Cot,Wht,,3687.37,2239.97,3733.36,2431.49,2092.51,1793.63,1126.28,2084.57,1307.6,1586.71,2765.3,3485.63,2846.4,3070.89,4290.29,4359.54,4917.18,4873.94
Cot,Wht,,3696.15,2223.29,3727,2419.07,2092.51,1783.21,1119.66,2082.63,1291.68,1574.44,2786.73,3509,2785.69,2986.02,4273.13,4383.1,4961.05,4862.24
Cot,Wht,,3685.41,2209.39,3702.46,2394.23,2049.62,1738.73,1085.3,2054.3,1302.08,1588.36,2770.66,3501.49,2822.35,3038.7,4282.57,4366.27,4940.87,4875.11
Cot,Wht,,3667.86,2183.44,3689.73,2388.02,2073.28,1765.83,1108.07,2063.61,1290.71,1568.81,2767.98,3478.95,2779.97,3018.21,4232.8,4324.21,4925.08,4832.99
Cot,Wht,,3675.66,2232.55,3743.36,2427.05,2099.16,1783.9,1120.49,2078.75,1311.82,1576.1,2770.66,3473.11,2828.07,3020.17,4257.69,4325.05,4916.31,4828.31
Cot,Wht,,3653.22,2207.53,3715.18,2403.99,2076.98,1759.58,1101.45,2062.84,1300.78,1574.44,2783.51,3487.3,2793.71,2990.9,4263.69,4348.6,4934.73,4841.18
Cot,Wht,,3691.27,2208.46,3712.46,2396.01,2054.06,1734.56,1084.89,2058.57,1311.82,1590.35,2790.47,3516.51,2820.06,3083.57,4287.72,4369.64,4967.19,4872.77
Cot,Wht,,3524.46,2412.34,3959.71,2583.18,2213.03,1877.72,1178.44,2145.1,1368.03,1627.48,2825.29,3547.4,2956.36,3220.14,4403.56,4456.29,5044.39,4967.54
Cot,Wht,,3567.38,2467.95,4038.79,2643.5,2260.35,1915.94,1203.27,2186.62,1390.77,1656.98,2856.35,3604.15,3023.94,3284.53,4494.51,4541.26,5133.87,5049.43
Cot,Wht,,3580.06,2480,4046.98,2649.71,2264.79,1921.5,1207,2193.99,1396.94,1664.93,2872.96,3620.01,3030.82,3338.18,4509.95,4557.24,5141.77,5069.32
Cot,Wht,,3549.82,2449.41,4005.16,2617.78,2238.91,1900.65,1192.51,2165.67,1380.7,1640.4,2839.75,3569.1,2994.16,3246.48,4444.74,4491.62,5073.34,5004.97
Cot,Wht,,3561.53,2421.61,3949.71,2594.71,2207.12,1876.33,1178.85,2156.35,1380.37,1630.79,2829.57,3574.1,2988.43,3251.36,4455.04,4484.05,5058.43,4967.54
Cot,Wht,,3535.19,2395.66,3927.89,2565.44,2196.03,1856.18,1166.43,2134.24,1369.97,1610.24,2819.93,3540.72,2936.89,3189.9,4378.67,4418.43,5025.09,4900.85
Cot,Wht,,3535.19,2365.08,3865.17,2543.26,2156.1,1840.89,1157.33,2134.62,1355.68,1619.19,2796.37,3552.4,2947.2,3176.25,4410.42,4444.51,5011.05,4937.12
Cot,Wht,,3555.67,2402.15,3927.89,2584.07,2199.72,1871.47,1177.61,2153.64,1365.75,1622.17,2799.58,3558.25,2978.13,3187.95,4424.15,4459.65,5021.58,4938.29
Cot,Wht,,3554.7,2449.41,3996.07,2625.76,2234.47,1894.4,1192.1,2172.26,1384.59,1639.41,2829.57,3584.12,3011.34,3239.65,4473.06,4501.72,5085.62,4987.43
Cot,Wht,,3586.89,2465.17,4031.52,2645.28,2261.09,1908.99,1200.79,2189.73,1404.74,1652.67,2877.78,3622.52,3026.23,3314.77,4515.1,4550.51,5156.68,5029.54
Cot,Wht,,3535.19,2437.37,3998.8,2600.04,2235.21,1889.53,1187.96,2157.91,1370.3,1634.44,2824.75,3554.07,2963.23,3289.41,4394.98,4449.56,5054.92,4952.33
Cot,Wht,,4216.08,2348.4,3927.89,2552.13,2240.39,1924.28,1216.1,2205.64,1403.76,1660.62,2849.93,3597.48,3077.78,3364.52,4494.51,4526.12,5114.57,5023.69
Cot,Wht,,4077.56,2290.01,3812.45,2462.54,2154.62,1852.01,1166.02,2108.62,1327.74,1566.82,2717.1,3426.37,2918.56,3128.45,4217.36,4258.59,4824.19,4767.48
Cot,Wht,,4058.05,2291.87,3808.81,2461.65,2150.92,1847.84,1162.71,2103.19,1329.04,1568.48,2718.17,3423.86,2909.4,3099.18,4218.22,4252.7,4822.44,4761.63
Cot,Wht,,4092.2,2290.01,3812.45,2473.18,2156.84,1858.26,1170.99,2121.43,1328.72,1580.08,2723.53,3456.41,2932.31,3106.01,4253.4,4291.4,4849.63,4808.43
Cot,Wht,,3993.67,2257.58,3753.36,2423.51,2118.39,1818.65,1143.67,2070.21,1303.38,1543.28,2677.46,3368.77,2857.86,3075.77,4147.85,4193.81,4745.24,4684.41
Cot,Wht,,4169.26,2329.86,3887.9,2531.73,2216.73,1905.52,1203.69,2192.44,1390.77,1651.01,2845.64,3589.13,3037.69,3304.04,4468.77,4521.07,5079.48,4990.94
Cot,Wht,,4213.16,2351.18,3934.26,2557.46,2241.87,1919.42,1213.62,2208.35,1410.91,1659.96,2863.32,3610,3073.2,3349.89,4499.66,4526.96,5131.24,5010.82
Cot,Wht,,4179.99,2335.42,3885.17,2544.15,2214.51,1903.43,1203.69,2197.49,1400.51,1648.03,2842.96,3600.81,3057.16,3290.38,4493.65,4520.23,5075.97,4973.39
Cot,Wht,,4069.76,2315.96,3843.35,2502.46,2184.93,1870.77,1181.75,2149.76,1376.8,1621.51,2802.26,3527.36,2991.87,3256.24,4412.99,4428.53,5011.05,4897.34
Cot,Wht,,4175.11,2331.72,3883.35,2537.94,2214.51,1901.35,1203.27,2190.5,1393.04,1645.04,2827.97,3585.79,3054.87,3258.19,4485.93,4500.88,5078.6,4971.05
Cot,Wht,,4190.72,2331.72,3903.35,2545.04,2229.3,1908.3,1209.9,2207.58,1412.53,1661.29,2874.03,3628.36,3068.61,3333.3,4523.68,4556.4,5151.42,4996.79
Cot,Blu,,2979.16,1521.73,2717.07,1701.42,1365.68,1101.48,607.64,1308.87,485.36,1024.22,2642.11,3328.71,683.82,1209.63,3045.25,3727.74,4568.02,4574.44
Cot,Blu,,2971.35,1518.03,2700.71,1696.99,1356.06,1100.09,606.4,1304.99,481.78,1023.55,2623.37,3316.19,684.97,1190.12,3049.54,3731.1,4533.81,4575.61
Cot,Blu,,2975.26,1520.81,2720.71,1696.1,1367.16,1100.09,608.05,1308.48,485.68,1023.55,2642.65,3322.87,684.97,1198.9,3035.81,3721.85,4567.15,4562.74
Cot,Blu,,2994.77,1529.15,2737.98,1709.41,1376.03,1105.64,610.54,1318.96,486.98,1028.86,2661.4,3351.25,682.68,1214.5,3060.69,3756.34,4602.24,4590.82
Cot,Blu,,2989.89,1528.22,2729.8,1705.86,1370.85,1103.56,608.88,1313.53,485.03,1024.22,2652.83,3339.56,681.53,1186.22,3044.39,3747.09,4573.29,4596.67
Cot,Blu,,3012.32,1537.49,2746.16,1719.16,1378.99,1109.12,613.02,1326.72,486.65,1024.22,2667.29,3371.28,682.68,1198.9,3023.8,3748.77,4599.61,4603.69
Cot,Blu,,3004.52,1532.85,2720.71,1716.5,1367.16,1108.42,611.78,1319.35,487.95,1029.52,2648.01,3347.07,689.55,1208.65,3069.28,3760.55,4570.66,4608.37
Cot,Blu,,2997.69,1531.93,2737.98,1712.07,1375.29,1106.34,610.95,1318.57,489.25,1027.2,2667.82,3347.07,684.97,1196.95,3049.54,3746.24,4591.71,4599.01
Cot,Blu,,3546.89,1869.27,3276.12,2100.61,1807.84,1508.71,892.42,1678.29,956.09,1235.03,2578.91,3246.91,1825.82,2206.59,3092.44,3517.41,4432.04,4457.45
Cot,Blu,,3542.99,1863.71,3258.85,2100.61,1799.71,1517.05,896.97,1681,957.72,1243.31,2565.52,3239.4,1852.17,2194.89,3137.06,3545.18,4408.36,4475
Cot,Blu,,3377.16,1781.22,3131.59,1998.59,1722.81,1444.77,855.16,1606.5,912.23,1189.28,2461.62,3092.49,1750.22,2120.75,2966.31,3365.98,4219.74,4251.54
Cot,Blu,,3518.61,1858.14,3249.76,2083.75,1789.35,1501.76,888.28,1661.99,951.54,1231.38,2543.03,3197.66,1834.98,2207.57,3105.31,3506.48,4375.02,4421.18
Cot,Blu,,3383.01,1736.74,3034.32,1900.13,1600.07,1320.38,763.27,1522.68,730.96,1339.77,2665.14,3360.43,1280.59,2163.67,3635.59,3867.39,4485.56,4604.86
Cot,Blu,,3406.42,1745.08,3041.6,1914.32,1601.55,1325.24,765.76,1531.22,733.56,1341.76,2669.43,3377.95,1290.9,2152.94,3682.79,3917.87,4510.12,4639.96
Cot,Blu,,3380.09,1731.18,3018.87,1898.35,1590.45,1317.6,760.38,1517.25,728.36,1329.49,2651.22,3347.07,1279.45,2112.95,3627.87,3854.77,4448.71,4591.99
Cot,Blu,,3413.25,1738.59,3018.87,1909.89,1593.41,1317.6,762.86,1523.84,737.78,1322.2,2637.83,3349.58,1298.92,2130.5,3658.76,3856.45,4448.71,4545.19
Cot,Blu,,3391.79,1728.4,3017.05,1899.24,1591.93,1308.57,757.48,1515.7,732.58,1318.55,2644.26,3344.57,1276.01,2106.12,3636.45,3835.42,4461.87,4522.96
Cot,Blu,,3389.84,1731.18,3016.14,1901.02,1591.19,1312.74,762.03,1520.74,737.13,1322.86,2631.4,3342.06,1298.92,2140.26,3650.18,3845.52,4453.1,4528.81
Cot,Blu,,3396.67,1731.18,3020.69,1903.68,1591.93,1310.65,759.13,1521.13,733.88,1320.21,2644.79,3355.42,1287.47,2121.72,3665.63,3879.17,4486.44,4556.89
Cot,Blu,,3361.55,1716.35,2979.78,1884.16,1569.75,1299.53,752.1,1502.89,723.48,1311.26,2617.48,3320.36,1271.43,2102.21,3649.32,3855.61,4443.45,4524.13
Cot,Blu,,2934.28,1470.76,2628.9,1636.67,1318.35,1086.19,603.09,1262.3,467.16,850.53,2186.32,2947.26,743.39,911.12,2503.81,3171.65,3698.63,3646.68
Cot,Blu,,2836.74,1423.5,2540.72,1582.55,1268.08,1050.74,580.32,1211.08,448.32,818.71,2122.58,2855.44,703.3,879.91,2408.57,3055.55,3582.83,3543.73
Cot,Blu,,2881.61,1445.74,2606.17,1604.73,1298.39,1059.08,585.7,1233.98,452.54,820.37,2179.36,2919.71,688.41,855.52,2410.29,3102.66,3662.67,3582.34
Cot,Blu,,2885.51,1450.37,2601.63,1612.71,1297.65,1064.64,589.01,1242.9,456.77,827.33,2175.61,2928.06,701,876,2420.58,3116.12,3658.28,3594.04
Cot,Blu,,2932.33,1468.91,2640.72,1636.67,1327.23,1088.97,606.81,1264.63,476.26,857.49,2196.49,2941.42,760.57,944.29,2518.4,3167.44,3716.18,3646.68
Cot,Blu,,2798.69,1404.03,2546.18,1563.04,1277.69,1043.8,583.22,1218.84,464.89,819.7,2118.83,2822.89,733.08,921.85,2356.23,3010.12,3567.92,3478.21
Cot,Blu,,3070.85,1538.41,2739.8,1714.73,1395.25,1153.6,650.27,1330.21,524.99,929.42,2314.33,3041.58,890,1084.76,2845.32,3415.62,3953.92,3919.28
Cot,Blu,,2817.23,1413.3,2546.18,1564.81,1272.51,1044.49,581.56,1211.47,448.32,812.41,2122.58,2846.26,703.3,886.73,2362.23,3027.79,3582.83,3502.78
Cot,Blu,,3090.36,1543.97,2767.98,1719.16,1416.7,1162.63,659.38,1344.57,539.61,936.71,2309.51,3034.07,920.93,1108.17,2803.28,3377.76,3950.41,3865.46
Cot,Blu,,2843.56,1416.08,2547.09,1577.23,1297.65,1075.76,607.22,1233.2,493.15,861.14,2100.62,2761.96,852.2,1035.99,2523.55,3079.95,3581.08,3528.52
Cot,Blu,,2903.07,1455.01,2618.9,1615.38,1309.48,1068.81,593.15,1244.45,457.09,830.97,2181.5,2929.73,709.02,888.69,2445.47,3128.74,3688.98,3595.2
Cot,Blu,,2853.32,1432.76,2567.99,1589.65,1280.65,1053.52,584.46,1225.44,450.92,818.38,2141.86,2888,699.86,873.08,2393.98,3073.22,3608.27,3549.58
Cot,Blu,,3076.71,1531.93,2734.34,1714.73,1398.21,1149.43,652.34,1337.2,535.06,924.11,2284.33,3022.38,908.33,1092.57,2798.99,3350,3898.65,3811.64
Cot,Blu,,2866,1433.69,2586.17,1598.52,1289.52,1049.35,581.15,1230.48,449.29,811.75,2167.57,2913.04,678.1,857.47,2393.98,3090.88,3655.65,3529.69
Cot,Blu,,3066.95,1536.56,2747.98,1708.52,1402.65,1152.9,652.34,1332.93,526.94,930.41,2305.76,3034.07,894.58,1090.62,2817.01,3392.06,3950.41,3893.54
Cot,Blu,,2883.56,1448.52,2595.26,1610.94,1289.52,1057,582.8,1234.75,444.75,816.72,2177.21,2936.41,668.93,842.84,2408.57,3123.69,3660.03,3594.04
Cot,Red,,3364.48,1731.18,3033.41,1903.68,1552.01,1262.7,735.95,1674.4,1306.3,1591.68,2784.05,3516.51,2625.33,3134.3,4326.33,4391.51,4969.82,4895
Cot,Red,,3357.65,1726.55,3030.69,1899.24,1552.01,1258.53,733.47,1670.14,1299.48,1579.08,2779.23,3496.48,2601.28,3072.84,4291.15,4371.32,4936.48,4852.88
Cot,Red,,3374.23,1734.89,3040.69,1909,1555.7,1262.7,735.95,1680.23,1307.28,1590.68,2786.73,3521.52,2627.62,3130.4,4332.34,4400.76,4980.35,4883.3
Cot,Red,,3330.34,1715.42,3001.6,1884.16,1535,1252.97,730.57,1658.5,1285.51,1577.43,2750.31,3469.77,2574.93,3099.18,4277.42,4341.87,4901.39,4843.52
Cot,Red,,3364.48,1733.96,3011.6,1905.45,1540.18,1262.7,734.71,1672.08,1295.58,1597.98,2774.41,3520.69,2600.13,3093.33,4340.06,4410.02,4945.26,4910.21
Cot,Red,,3398.62,1751.57,3067.05,1924.97,1569.75,1275.21,743.4,1692.64,1317.02,1612.56,2826.9,3559.92,2616.17,3192.83,4370.95,4451.24,5037.37,4954.67
Cot,Red,,3370.33,1735.81,3034.32,1909,1552.75,1266.18,737.61,1679.06,1305.65,1595.99,2789.94,3521.52,2618.46,3144.06,4330.62,4399.08,4962.8,4910.21
