Material,Color,Opacity,A=410nm,B=435nm,C=460nm,D=485nm,E=510nm,F=535nm,G=560nm,H=585nm,I=645nm,J=705nm,K=900nm,L=940nm,R=610nm,S=680nm,T=730nm,U=760nm,V=810nm,W860nm
Nyln,Blu,,2394.84,1221.46,2231.65,1340.38,1096.53,909.67,495.47,1008.52,389.84,796.17,1960.3,2284.52,625.41,1029.16,2123.69,2852.8,3355.62,3448.96
Nyln,Blu,,2411.42,1231.66,2249.84,1350.14,1105.41,917.32,500.02,1016.67,393.09,801.81,1971.54,2294.54,633.42,1060.37,2125.41,2849.43,3384.57,3481.72
Nyln,Blu,,2407.52,1228.88,2250.74,1348.36,1106.15,915.23,499.19,1014.73,395.69,808.77,1980.65,2299.55,631.13,1056.47,2165.74,2887.29,3412.64,3484.06
Nyln,Blu,,2439.71,1247.41,2274.38,1366.99,1117.24,925.66,504.57,1028.7,397.32,816.39,2004.75,2338.78,633.42,1058.42,2194.91,2938.61,3457.38,3542.56
Nyln,Blu,,2186.08,1116.74,2041.67,1230.38,1008.54,856.16,466.49,948.76,367.1,846.88,1800.69,2051.65,589.9,1027.21,2344.22,2701.37,3055.58,3158.82
Nyln,Blu,,2159.74,1101.91,2008.94,1209.98,992.28,846.43,461.11,933.24,360.61,827.99,1758.91,2010.75,587.61,1001.84,2279.86,2635.75,2982.77,3101.49
Nyln,Blu,,2126.58,1084.3,1990.76,1191.35,984.14,836.01,456.14,920.83,359.63,818.05,1741.23,1979.86,584.17,994.04,2233.53,2584.43,2948.56,3043
Nyln,Blu,,2186.08,1120.45,2052.58,1230.38,1013.72,860.33,468.15,953.42,365.8,850.86,1814.61,2059.16,588.75,1020.38,2325.34,2718.19,3073.13,3212.64
Nyln,Blu,,2099.26,1072.26,1969.86,1176.27,970.84,831.14,451.18,908.8,353.78,813.41,1712.31,1931.45,579.59,993.06,2194.91,2558.35,2884.51,3025.45
Nyln,Blu,,2151.94,1102.84,2025.31,1207.32,999.67,847.82,460.7,933.24,361.9,836.61,1783.01,2011.58,583.03,1004.77,2266.99,2652.57,3015.23,3148.29
Nyln,Blu,,2178.28,1117.67,2049.85,1228.61,1012.24,856.86,466.08,952.26,363.85,849.87,1809.26,2055.82,580.73,1021.35,2327.91,2713.15,3066.11,3199.77
Nyln,Blu,,2179.25,1116.74,2049.85,1225.06,1012.24,856.86,466.9,949.54,365.15,854.51,1806.04,2056.65,588.75,1035.01,2328.77,2706.42,3068.74,3198.6
Nyln,Blu,,2134.38,1097.28,1994.4,1202,985.62,845.74,459.04,929.36,358.98,841.91,1748.2,2006.57,587.61,1007.7,2299.6,2645.84,2975.75,3137.76
Nyln,Blu,,2089.51,1065.77,1951.68,1166.51,963.44,826.98,449.11,901.04,351.51,808.77,1695.17,1929.78,583.03,994.04,2173.46,2532.27,2859.95,3019.6
Nyln,Blu,,2137.31,1092.64,1999.85,1197.56,986.36,843.65,458.21,925.87,358.01,825.67,1749.27,1980.7,585.32,1003.8,2224.95,2612.19,2957.33,3107.34
Nyln,Blu,,2727.48,1411.45,2576.17,1562.15,1288.04,1046.58,569.56,1223.11,428.83,799.82,2564.99,3128.39,620.82,844.79,1698.1,2606.3,4104.82,4602.52
Nyln,Blu,,2762.6,1431.84,2606.17,1584.33,1303.57,1059.78,577.01,1242.13,435.33,813.74,2605.69,3182.64,627.7,870.15,1739.28,2664.35,4204.83,4694.94
Nyln,Blu,,2698.22,1396.62,2555.27,1545.3,1277.69,1036.15,564.59,1209.92,427.53,799.15,2540.89,3086.65,619.68,853.57,1738.43,2708.94,4176.75,4555.72
Nyln,Blu,,2777.23,1439.25,2619.81,1594.97,1310.96,1063.95,579.49,1250.27,436.3,814.4,2618.01,3206.01,625.41,863.32,1712.68,2615.56,4146.05,4703.13
Nyln,Blu,,2729.43,1412.38,2565.27,1562.15,1282.12,1047.27,569.97,1224.28,430.13,805.78,2557.49,3130.05,624.26,862.35,1745.29,2699.68,4181.14,4613.05
Nyln,Blu,,2706.99,1404.03,2558.9,1553.28,1277.69,1038.24,564.59,1217.68,425.58,794.84,2559.1,3125.05,609.37,835.03,1689.52,2652.57,4175,4596.67
Nyln,Blu,,2727.48,1412.38,2572.54,1561.26,1285.82,1045.88,569.56,1223.11,430.45,804.13,2563.38,3125.88,621.97,862.35,1742.72,2712.3,4197.81,4603.69
Nyln,Blu,,2733.33,1416.08,2580.72,1565.7,1290.26,1047.96,571.21,1226.99,430.45,808.1,2564.99,3138.4,620.82,866.25,1749.58,2713.15,4208.34,4618.9
Nyln,Blu,,2778.21,1433.69,2615.26,1589.65,1309.48,1058.39,577.01,1243.68,438.25,811.42,2606.76,3180.97,624.26,857.47,1734.14,2626.49,4129.38,4634.11
Nyln,Blu,,2759.67,1427.2,2582.54,1582.55,1291.74,1053.52,572.87,1237.47,434.03,810.09,2580.52,3173.46,621.97,863.32,1735.85,2629.86,4125.87,4631.77
Nyln,Blu,,2772.35,1435.54,2598.9,1592.31,1300.61,1058.39,575.77,1246.01,436.95,816.72,2600.34,3200.17,621.97,869.18,1761.59,2669.4,4160.09,4658.67
Nyln,Blu,,2579.2,1353.06,2532.54,1562.15,1332.4,1095.22,584.87,1071.77,400.24,758.72,1899.24,2309.56,682.68,748.21,2333.92,2871.31,3313.51,3482.89
Nyln,Blu,,2731.38,1427.2,2673.44,1649.97,1408.56,1152.21,619.23,1141.62,422.33,800.48,2012.78,2451.46,719.33,761.87,2436.03,3006.75,3503,3666.57
Nyln,Blu,,2799.67,1454.08,2741.62,1676.58,1446.27,1180,639.92,1179.65,444.42,830.64,2069.02,2501.54,755.99,806.74,2473.78,3037.04,3580.2,3718.05
Nyln,Blu,,2765.52,1444.81,2719.8,1665.94,1427.79,1160.54,622.95,1145.11,426.23,802.47,2035.28,2468.15,720.48,764.8,2443.75,3026.94,3531.95,3681.78
Nyln,Blu,,2737.23,1428.13,2686.17,1646.42,1420.39,1164.02,630.82,1148.61,436.62,821.36,2007.43,2439.77,757.13,806.74,2495.23,3021.9,3505.63,3650.19
Nyln,Blu,,2674.8,1397.55,2633.44,1607.39,1384.16,1129.27,605.98,1103.59,414.53,779.6,1966.72,2377.17,709.02,765.77,2385.4,2936.09,3424.04,3561.28
Nyln,Blu,,2698.22,1407.74,2647.08,1626.91,1393.03,1140.39,611.78,1125.32,418.11,787.88,1969.4,2393.03,711.31,756.99,2379.4,2949.55,3410.88,3571.81
Nyln,Blu,,2670.9,1397.55,2651.62,1619.81,1387.86,1121.63,599.77,1113.68,412.91,773.3,2003.68,2413.06,682.68,746.26,2348.51,2952.91,3465.28,3596.37
Nyln,Blu,,2638.71,1372.53,2585.27,1581.67,1362.72,1114.68,599.36,1092.34,407.71,772.64,1970.47,2382.18,705.59,751.14,2412.86,2991.61,3460.01,3590.53
Nyln,Blu,,2402.64,1225.17,2314.38,1380.3,1210.4,1015.3,551.34,971.27,377.17,703.69,1648.04,1957.33,686.11,726.75,2067.06,2501.98,2842.4,2964.61
Nyln,Blu,,2552.87,1320.63,2488,1509.81,1309.48,1084.8,585.29,1050.43,402.51,755.4,1824.79,2189.37,714.75,749.19,2317.62,2794.75,3188.05,3324.95
Nyln,Blu,,2350.94,1202.93,2298.01,1366.99,1203.75,996.54,538.51,951.87,368.4,692.09,1656.61,1957.33,668.93,719.92,2082.51,2524.7,2878.37,2972.8
Nyln,Blu,,2443.61,1266.87,2415.28,1457.47,1268.08,1040.32,557.97,1003.87,384.97,723.91,1778.19,2115.08,674.66,727.73,2220.66,2690.43,3094.18,3196.26
Nyln,Pur,,2312.9,1159.37,2159.84,1250.78,1009.28,851.99,466.49,975.93,365.48,795.18,1719.28,2223.59,578.44,1077.93,1487.02,1631.25,1988.81,2644.05
Nyln,Pur,,2338.26,1182.54,2175.3,1271.19,1018.16,863.11,472.7,989.12,370.35,818.71,1751.95,2294.54,584.17,1111.1,1561.67,1693.51,2071.27,2742.32
Nyln,Pur,,2280.7,1152.88,2119.84,1233.04,992.28,842.96,461.94,954.59,360.61,794.18,1748.2,2260.32,584.17,1086.71,1527.34,1673.32,2049.34,2747
Nyln,Pur,,2298.26,1162.15,2145.3,1243.69,1004.85,849.21,466.08,965.06,365.8,800.81,1764.8,2284.52,587.61,1114.03,1534.21,1674.16,2060.74,2762.21
Nyln,Pur,,2380.2,1200.15,2228.93,1291.59,1041.82,872.84,479.74,1005.81,377.82,820.7,1774.44,2306.22,592.19,1115,1541.07,1687.62,2078.29,2736.47
Nyln,Pur,,2309.97,1164.93,2157.11,1243.69,1008.54,849.91,466.49,964.67,368.4,815.73,1780.87,2283.69,589.9,1133.54,1586.55,1734.73,2120.4,2787.95
Nyln,Pur,,2392.89,1207.56,2233.47,1300.46,1043.3,879.1,482.63,1012.4,375.87,819.37,1770.16,2322.92,592.19,1098.42,1520.48,1669.11,2053.72,2745.83
Nyln,Pur,,2399.71,1206.64,2232.56,1302.24,1041.08,877.01,480.98,1010.85,375.55,817.05,1763.73,2311.23,588.75,1090.62,1527.34,1671.63,2041.44,2723.6
Nyln,Pur,,2370.45,1197.37,2206.2,1293.36,1032.21,871.45,478.49,1004.25,373.6,814.4,1754.63,2314.57,589.9,1091.59,1529.06,1662.38,2039.69,2724.77
Nyln,Pur,,2389.96,1205.71,2218.93,1301.35,1041.82,874.93,480.98,1011.63,377.82,832.96,1801.22,2357.14,586.46,1140.37,1618.3,1761.65,2147.59,2787.95
Nyln,Pur,,2347.04,1178.83,2186.2,1270.3,1024.07,858.94,471.04,986.4,371.98,804.46,1755.7,2282.02,583.03,1094.52,1535.07,1676.68,2051.09,2688.51
Nyln,Pur,,2341.18,1176.05,2169.84,1265.87,1013.72,856.16,469.39,979.42,366.78,803.79,1733.2,2269.5,580.73,1099.4,1541.93,1675.84,2046.71,2686.17
Nyln,Pur,,2415.32,1217.76,2246.2,1317.32,1049.95,881.88,483.46,1020.94,377.82,809.76,1779.26,2350.46,583.03,1083.79,1504.18,1639.67,2018.63,2700.21
Nyln,Pur,,2475.8,1247.41,2297.1,1355.46,1074.35,901.33,493.81,1048.49,385.95,828.32,1811.4,2421.41,588.75,1090.62,1535.07,1669.11,2047.58,2731.79
Nyln,Pur,,2393.86,1202,2225.29,1297.8,1041.08,872.15,479.32,1006.2,376.2,821.69,1791.58,2337.94,585.32,1122.81,1572.82,1712.86,2099.34,2743.49
Nyln,Pur,,2418.25,1218.68,2249.84,1320.86,1052.17,883.96,485.12,1026.76,377.5,812.74,1779.8,2359.64,579.59,1082.81,1508.47,1647.24,2021.26,2696.7
Nyln,Pur,,2266.07,1134.35,2104.39,1214.41,978.97,826.28,452,938.29,355.08,768.33,1667.32,2166,566.99,1047.69,1474.14,1599.28,1957.22,2573.85
Nyln,Pur,,2379.23,1202,2205.29,1300.46,1031.47,874.93,479.74,1008.52,371.65,812.74,1735.34,2317.07,581.88,1075.98,1529.06,1656.49,2013.37,2677.98
Nyln,Blk,,1725.65,877.64,1608.97,955.39,805.21,719.26,391.16,743.88,307.98,687.12,1275.26,1461.53,547.52,819.42,1856.84,2046.01,2180.05,2314.13
Nyln,Blk,,1693.46,859.1,1581.7,934.1,791.16,707.45,385.36,727.97,301.8,670.88,1237.24,1419.79,540.64,806.74,1794.2,1980.39,2115.13,2245.1
Nyln,Blk,,1724.67,876.71,1610.79,954.5,806.69,718.56,391.57,744.65,307.65,687.78,1275.26,1464.03,545.23,820.4,1852.55,2040.96,2182.69,2309.45
Nyln,Blk,,1741.26,885.98,1621.7,964.26,811.12,723.43,393.23,751.64,308.95,694.74,1290.8,1486.57,547.52,824.3,1889.44,2080.5,2211.64,2348.06
Nyln,Blk,,1691.51,858.18,1579.88,932.32,790.42,706.75,384.53,726.8,303.43,669.22,1242.06,1416.45,541.79,802.84,1793.34,1980.39,2117.77,2243.93
Nyln,Blk,,1725.65,875.78,1611.7,952.73,805.95,717.17,390.74,743.1,305.05,684.8,1270.44,1458.19,541.79,811.62,1843.97,2039.28,2176.54,2297.75
Nyln,Blk,,1740.28,882.27,1625.34,961.6,813.34,722.04,393.64,750.47,310.25,694.41,1295.08,1482.39,546.37,819.42,1881.72,2069.56,2217.78,2332.85
Nyln,Blk,,1733.45,879.49,1620.79,958.05,811.12,719.95,392.81,747.76,308.95,689.44,1282.76,1472.38,545.23,813.57,1859.41,2049.37,2194.97,2310.62
Nyln,Blk,,1782.23,905.44,1660.79,989.1,830.35,736.63,401.09,770.65,315.12,704.69,1325.07,1519.95,548.66,829.18,1923.77,2125.93,2264.27,2394.85
Nyln,Blk,,1733.45,880.42,1621.7,958.94,811.86,721.34,392.81,748.15,309.93,690.1,1284.9,1469.04,546.37,813.57,1862.84,2051.9,2198.48,2316.47
Nyln,Blk,,1600.79,808.13,1497.16,873.78,747.54,676.17,367.98,681.4,288.48,623.48,1138.15,1287.91,529.19,763.82,1622.59,1805.4,1932.66,2052.06
Nyln,Blk,,1712.97,869.3,1602.61,945.63,802.25,714.4,389.5,738.06,306.35,680.49,1261.34,1443.16,545.23,820.4,1829.38,2013.2,2160.75,2276.69
Nyln,Blk,,1575.42,786.82,1467.17,847.16,734.23,663.66,362.18,663.17,287.83,632.43,1127.97,1296.26,544.08,813.57,1654.34,1819.7,1951.08,2088.33
Nyln,Blk,,1606.64,804.42,1498.07,865.79,749.75,674.09,367.15,677.91,290.43,635.41,1152.08,1313.79,534.92,792.11,1668.07,1865.97,1983.54,2110.56
Nyln,Blk,,1540.3,767.35,1436.26,824.1,717.96,652.55,357.22,648.42,285.56,618.51,1097.44,1255.36,546.37,804.79,1586.55,1749.03,1887.04,2018.14
Nyln,Blk,,1632,817.4,1521.71,884.42,762.32,683.82,372.94,692.66,294.66,652.98,1183.68,1359.7,540.64,816.5,1744.43,1928.23,2045.83,2178.42
Nyln,Blk,,1577.37,792.38,1469.89,861.36,739.4,665.75,360.94,667.05,282.64,608.56,1089.41,1247.01,513.15,740.41,1552.23,1750.72,1842.3,1984.21
Nyln,Blk,,1736.38,878.56,1620.79,960.71,816.3,720.65,391.57,743.49,310.9,667.56,1234.56,1436.49,539.5,796.01,1753.87,1961.04,2091.45,2248.61
Nyln,Blk,,1676.87,845.2,1563.52,918.13,785.98,699.11,379.98,713.61,298.56,643.04,1170.29,1357.19,528.04,784.31,1650.05,1861.76,1972.14,2117.58
Nyln,Blk,,1684.68,853.54,1570.79,932.32,789.68,705.36,380.39,719.04,299.53,651.32,1178.86,1363.87,531.48,768.7,1669.78,1896.26,1992.31,2188.95
Nyln,Blk,,1588.1,798.86,1471.71,856.92,738.66,669.92,363.42,667.43,281.99,605.25,1088.34,1252.02,516.59,746.26,1540.21,1742.3,1830.89,1974.85
Nyln,Blk,,1624.2,819.25,1511.71,888.86,760.85,685.21,371.7,688.78,293.36,632.76,1136.01,1306.28,531.48,782.36,1630.31,1822.22,1919.5,2068.44
Nyln,Blk,,1749.06,885.05,1628.06,968.69,820.74,726.21,395.3,750.47,313.5,677.51,1244.2,1456.52,547.52,821.38,1799.35,1997.21,2121.28,2275.52
Nyln,Blk,,1758.81,887.83,1639.88,968.69,826.65,728.99,397.37,754.74,313.17,678.17,1244.73,1451.51,546.37,821.38,1775.32,1996.37,2112.5,2253.29
Nyln,Blk,,2561.65,1306.73,2355.28,1452.15,1183.78,987.51,544.72,1147.05,426.88,814.4,2235.06,2757.79,642.59,1001.84,2054.19,3075.74,3851.28,3950.86
Nyln,Blk,,2371.42,1206.64,2196.2,1343.04,1107.62,936.78,515.33,1054.7,412.26,951.96,1866.57,2297.04,639.15,1196.95,2535.56,2760.26,3104.71,3250.07
Nyln,Blk,,2342.16,1190.88,2174.39,1327.07,1096.53,928.44,510.37,1041.12,410.31,940.36,1847.82,2259.48,639.15,1188.17,2490.94,2722.4,3073.13,3203.28
Nyln,Blk,,2245.59,1138.06,2089.85,1267.64,1052.91,892.3,489.26,994.94,393.74,895.94,1766.94,2144.3,616.24,1120.86,2380.25,2607.14,2938.03,3060.55
Nyln,Blk,,2324.6,1178.83,2167.11,1316.43,1088.4,914.54,501.26,1032.58,402.19,918.15,1818.9,2231.94,611.66,1150.12,2399.13,2628.18,2986.28,3114.36
Nyln,Blk,,2306.07,1170.49,2130.75,1304.9,1071.39,912.45,499.6,1020.16,398.94,917.15,1785.69,2202.72,621.97,1138.42,2409.43,2614.72,2945.05,3109.68
Nyln,Blk,,2334.36,1188.1,2170.75,1323.53,1092.84,921.49,504.99,1036.85,405.44,928.42,1838.18,2249.47,620.82,1158.9,2484.08,2715.67,3063.48,3191.58
Nyln,Blk,,2326.55,1180.69,2155.3,1319.09,1085.44,919.4,502.92,1031.42,405.76,935.05,1837.64,2245.29,626.55,1159.88,2509.82,2719.03,3045.93,3191.58
Nyln,Blk,,2270.95,1157.52,2093.48,1287.16,1051.43,899.25,491.33,1003.87,392.77,905.55,1773.91,2190.2,611.66,1128.66,2413.72,2625.65,2941.54,3110.85
Nyln,Blk,,2446.54,1245.56,2274.38,1388.28,1140.9,948.59,521.54,1095.44,411.61,843.9,2081.88,2536.6,617.39,1025.26,2148.58,2872.99,3517.04,3591.7
Nyln,Blk,,2325.58,1182.54,2160.75,1312.88,1089.14,919.4,504.16,1029.87,404.46,924.45,1824.79,2223.59,623.12,1166.7,2462.63,2701.37,3044.18,3169.35
Nyln,Blk,,2322.65,1181.61,2158.02,1316.43,1086.18,918.01,502.5,1030.64,403.49,928.09,1832.29,2236.95,619.68,1157.93,2474.64,2705.57,3045.06,3184.56
Nyln,Blk,,2339.23,1193.66,2164.39,1330.62,1089.88,927.05,507.47,1040.34,405.76,941.35,1841.93,2267.83,628.84,1161.83,2514.97,2743.43,3071.38,3233.7
Nyln,Blk,,2329.48,1183.47,2161.66,1318.2,1087.66,923.57,506.64,1033.75,405.76,928.76,1818.36,2233.61,632.28,1168.66,2425.73,2644.16,2989.79,3157.65
Nyln,Blk,,1914.89,973.09,1777.14,1072.48,897.63,782.5,423.86,824.59,333.97,747.78,1396.31,1650.16,557.83,866.25,2051.62,2275.68,2387.09,2556.3
Nyln,Blk,,1840.76,934.17,1716.24,1029.01,866.58,756.79,409.78,791.61,324.87,719.27,1340.61,1570.04,548.66,856.49,1955.52,2170.52,2283.57,2435.8
Nyln,Blk,,1890.51,960.12,1758.96,1055.63,888.02,772.77,418.89,812.56,330.39,736.18,1375.42,1627.63,552.1,867.22,2014.72,2226.88,2352,2504.83
Nyln,Blk,,1891.48,965.68,1768.05,1060.95,893.2,775.55,421.37,817.99,333.97,746.12,1396.31,1645.99,556.68,878.93,2030.17,2248.76,2386.22,2549.28
Nyln,Blk,,1800.76,915.63,1683.51,1004.18,848.83,742.89,402.33,772.21,316.75,707.01,1302.58,1529.14,539.5,839.91,1906.61,2114.15,2223.92,2380.81
Nyln,Blk,,1845.63,938.8,1725.33,1030.79,871.02,758.18,410.61,792.38,325.19,720.27,1346.5,1575.88,546.37,852.59,1950.37,2167.15,2294.1,2445.16
Nyln,Blk,,1907.09,970.31,1776.23,1068.05,897.63,778.33,422.61,822.26,333.32,741.81,1389.88,1640.98,554.39,870.15,2030.17,2254.64,2373.93,2530.57
Nyln,Blk,,1665.17,840.57,1547.16,912.81,777.85,690.77,373.36,704.3,291.41,639.06,1175.64,1365.54,514.3,762.85,1696.38,1908.04,1998.46,2129.28
Nyln,Blk,,1886.6,960.12,1747.14,1055.63,882.85,772.77,418.89,811.79,330.07,738.16,1377.03,1633.47,556.68,868.2,2029.31,2245.39,2356.39,2531.74
Nyln,Blk,,1916.84,974.95,1788.05,1073.37,903.55,782.5,424.68,827.31,335.92,749.1,1404.88,1656.01,556.68,869.18,2045.61,2273.15,2402.01,2553.96
Nyln,Blk,,1901.24,966.61,1764.42,1063.61,891.72,778.33,422.2,819.55,332.02,741.15,1378.63,1632.64,558.97,861.37,2019.87,2246.23,2361.65,2529.4
Nyln,Blk,,1889.53,960.12,1765.33,1056.51,891.72,772.77,418.89,813.34,333.97,741.15,1394.17,1632.64,554.39,874.05,2016.44,2233.61,2375.69,2524.72
Nyln,Blk,,1906.11,970.31,1775.32,1068.93,896.9,779.72,422.61,822.26,334.62,747.78,1400.06,1655.17,555.53,885.76,2051.62,2270.63,2398.5,2553.96
Nyln,Blk,,1925.62,980.51,1798.96,1079.58,909.47,786.67,427.17,831.96,338.51,752.75,1417.2,1666.02,560.12,888.69,2061.91,2289.14,2424.82,2572.68
Nyln,Blk,,1903.19,969.39,1780.78,1065.38,899.85,779.02,422.61,821.1,334.94,748.11,1403.81,1647.66,556.68,872.1,2037.89,2263.06,2400.25,2558.64
Nyln,Blk,,1907.09,970.31,1771.69,1067.16,894.68,780.41,423.44,822.65,333.32,748.77,1390.42,1645.99,558.97,869.18,2040.46,2265.58,2383.58,2555.13
Nyln,Blk,,1892.46,960.12,1760.78,1056.51,890.24,772.77,420.55,815.28,332.67,734.19,1375.96,1618.45,553.24,858.45,2002.71,2220.99,2349.37,2480.26
Nyln,Blk,,1935.38,982.36,1795.32,1084.01,907.99,787.36,427.17,834.29,339.16,747.78,1407.56,1661.85,558.97,879.91,2055.05,2275.68,2398.5,2545.77
Nyln,Blk,,1907.09,967.53,1775.32,1066.27,897.63,776.94,422.2,821.1,335.59,740.15,1393.63,1642.65,553.24,864.3,2040.46,2248.76,2379.2,2510.68
Nyln,Blk,,1936.35,984.21,1794.41,1084.9,907.25,787.36,427.58,835.07,338.19,751.09,1410.77,1676.04,561.26,872.1,2078.22,2294.19,2412.53,2559.81
Nyln,Blk,,1926.6,977.73,1793.5,1076.92,907.25,783.89,425.51,829.64,338.51,746.45,1412.91,1664.35,558.97,871.13,2053.33,2271.47,2406.39,2543.43
Nyln,Blk,,1377.4,678.39,1288.09,716.76,639.58,596.95,327.83,568.09,258.27,562.16,960.87,1098.44,534.92,771.63,1389.2,1499.17,1637.01,1754.9
Nyln,Blk,,1398.86,691.36,1306.27,730.96,649.93,604.6,331.97,578.57,262.17,574.09,985.5,1129.32,536.06,798.94,1427.81,1534.5,1680,1800.53
Nyln,Blk,,1383.25,682.09,1289,721.2,641.06,599.73,329.48,572.36,260.87,568.79,967.83,1108.46,539.5,789.18,1406.36,1514.31,1645.79,1771.28
Nyln,Blk,,1398.86,690.43,1297.18,730.07,645.5,604.6,332.38,578.96,260.55,573.76,971.58,1124.32,540.64,789.18,1421.8,1531.14,1658.07,1792.34
Nyln,Blk,,2070,1047.23,1918.04,1146.11,953.83,814.47,447.86,907.24,346.64,724.57,1771.23,2166,572.72,860.4,1918.62,2363.17,2954.7,3113.19
Nyln,Blk,,1318.87,647.8,1229.91,681.28,609.27,578.19,316.24,539.38,247.23,527.36,892.84,1011.63,521.17,714.07,1280.22,1384.76,1499.28,1641.42
Nyln,Blk,,2126.58,1079.67,1975.31,1182.48,981.93,833.23,458.21,934.8,355.73,741.15,1848.35,2255.31,573.86,868.2,1938.35,2415.33,3069.62,3234.87
Nyln,Red,,1996.84,1020.36,1842.59,1099.09,919.82,790.84,442.48,930.53,777.09,1022.89,1682.85,2053.32,1530.3,1981.25,2595.63,2660.99,2981.01,3062.89
Nyln,Red,,2057.32,1051.87,1891.68,1131.92,945.7,810.3,452.83,957.3,795.61,1048.08,1745.52,2129.27,1550.92,2001.74,2667.7,2745.96,3071.38,3156.48
Nyln,Red,,2039.76,1041.67,1886.23,1121.27,942.74,804.04,450.35,950.7,792.68,1036.81,1726.24,2096.72,1555.5,2017.35,2633.38,2710.62,3055.58,3117.87
Nyln,Red,,2029.03,1036.11,1869.86,1111.51,933.87,799.87,447.45,940.23,774.49,1022.56,1710.71,2081.69,1515.41,1985.15,2599.06,2680.34,3021.37,3093.3
Nyln,Red,,2038.78,1041.67,1878.04,1117.72,939.04,802.65,449.93,947.21,799.18,1041.45,1729.99,2106.74,1562.37,2025.15,2653.12,2739.23,3065.23,3129.57
Nyln,Red,,2006.59,1023.14,1839.87,1096.43,918.34,791.53,442.9,927.03,767.99,1012.61,1683.39,2057.49,1509.68,1952.96,2577.61,2666.03,2968.73,3057.04
Nyln,Gry,,3172.31,1607.92,2866.15,1798.11,1549.79,1312.04,771.14,1493.19,689.05,1243.64,2540.35,3155.09,1311.52,1876.87,3704.24,4012.09,4547.85,4563.91
Nyln,Gry,,3224.01,1632.02,2913.42,1825.61,1574.93,1327.33,780.66,1514.14,695.55,1251.27,2604.09,3216.03,1314.96,1854.44,3761.73,4101.27,4661.02,4666.86
Nyln,Gry,,3199.62,1620.9,2870.7,1813.19,1552.01,1321.08,775.69,1503.28,691.97,1249.61,2556.95,3180.14,1320.68,1877.85,3748.86,4059.2,4561.88,4617.73
Nyln,Gry,,3079.63,1551.39,2767.07,1726.26,1494.33,1270.34,748.37,1434.21,663.38,1182.65,2421.98,3007.36,1280.59,1792,3518.9,3811.86,4332.03,4353.32
Nyln,Gry,,3226.93,1633.87,2910.7,1823.84,1573.45,1329.41,781.9,1513.37,697.17,1251.93,2594.45,3207.68,1322.98,1861.27,3760.87,4086.12,4653.12,4657.5
Nyln,Gry,,3232.79,1634.8,2900.7,1826.5,1566.79,1329.41,780.24,1511.81,691.32,1251.6,2582.66,3205.18,1317.25,1863.22,3766.02,4097.9,4619.78,4663.35
Nyln,Gry,,3069.88,1554.17,2771.61,1726.26,1501.73,1277.99,754.17,1436.92,679.63,1211.49,2430.55,3006.52,1311.52,1850.53,3579.82,3823.64,4368,4361.51
Nyln,Gry,,3196.69,1616.26,2867.06,1803.44,1550.53,1317.6,775.28,1495.91,690.67,1237.68,2538.74,3150.09,1322.98,1868.09,3711.1,4019.66,4538.2,4574.44
Nyln,Gry,,3175.23,1598.65,2833.43,1781.26,1522.43,1293.28,756.65,1467.97,663.38,1193.26,2498.04,3108.35,1262.27,1755.91,3568.66,3899.36,4421.52,4498.39
Nyln,Gry,,3133.29,1577.34,2814.34,1758.2,1514.3,1281.46,750.86,1453.22,665.98,1185.97,2468.58,3064.95,1264.56,1754.93,3524.9,3824.48,4383.79,4422.35
Nyln,Gry,,3076.71,1548.61,2761.62,1727.15,1486.2,1266.87,744.23,1431.49,662.41,1195.25,2386.1,2978.98,1273.72,1815.42,3469.99,3708.39,4203.95,4252.71
Nyln,Gry,,3204.5,1618.12,2875.24,1809.65,1552.75,1316.91,773.62,1496.29,688.4,1236.02,2543.56,3160.1,1314.96,1857.36,3702.52,4017.14,4549.6,4588.48
Nyln,Gry,,3165.48,1597.73,2855.25,1783.03,1542.39,1305.09,768.24,1482.32,683.53,1230.05,2517.85,3113.36,1306.94,1855.41,3666.48,3962.45,4496.09,4497.22
Nyln,Gry,,3171.33,1601.43,2850.7,1785.7,1539.44,1306.48,767,1479.61,683.2,1229.06,2514.11,3116.7,1305.79,1854.44,3673.35,3962.45,4477.66,4501.9
Nyln,Gry,,3217.18,1626.46,2897.06,1815.86,1565.32,1321.77,777.76,1506.77,692.95,1245.96,2571.95,3186.81,1313.81,1871.02,3732.55,4050.79,4596.1,4602.52
Nyln,Gry,,3223.03,1631.09,2903.42,1823.84,1569.01,1324.55,778.59,1510.65,693.92,1245.63,2584.27,3201,1314.96,1866.14,3742.85,4072.66,4624.17,4637.62
Nyln,Wht,,3658.1,2502.24,4039.7,2594.71,2250.74,1915.94,1192.1,2145.49,1350.16,1642.39,2784.05,3479.79,2938.04,3268.92,4359.79,4441.15,4999.65,4988.6
Nyln,Wht,,3658.1,2504.09,4041.52,2591.16,2250,1916.64,1195.41,2144.32,1346.58,1636.76,2768.52,3463.09,2941.47,3265.99,4332.34,4415.91,4989.12,4965.2
Nyln,Wht,,3567.38,2450.34,3974.25,2540.6,2214.51,1867.99,1167.26,2121.04,1333.26,1627.81,2797.44,3490.64,2850.98,3270.87,4309.17,4446.19,5015.44,4925.42
